SCEN_ID	noise_type	sd	true_sd	alpha	D_rate	L_rate	H_rate	S_count	D_count	L_count	H_count	ancient_dupl	epsilon	BMG_size	RBMG_size	possible_edges_BMG	BMG_eps_order	BMG_eps_size	BMG_eps_tp	BMG_eps_tn	BMG_eps_fp	BMG_eps_fn	BMG_eps_acc	BMG_eps_prec	BMG_eps_recall	RBMG_eps_order	RBMG_eps_size	RBMG_eps_tp	RBMG_eps_tn	RBMG_eps_fp	RBMG_eps_fn	RBMG_eps_acc	RBMG_eps_prec	RBMG_eps_recall	BMG_nj_order	BMG_nj_size	BMG_nj_tp	BMG_nj_tn	BMG_nj_fp	BMG_nj_fn	BMG_nj_acc	BMG_nj_prec	BMG_nj_recall	RBMG_nj_order	RBMG_nj_size	RBMG_nj_tp	RBMG_nj_tn	RBMG_nj_fp	RBMG_nj_fn	RBMG_nj_acc	RBMG_nj_prec	RBMG_nj_recall	BMG_qd_order	BMG_qd_size	BMG_qd_tp	BMG_qd_tn	BMG_qd_fp	BMG_qd_fn	BMG_qd_acc	BMG_qd_prec	BMG_qd_recall	RBMG_qd_order	RBMG_qd_size	RBMG_qd_tp	RBMG_qd_tn	RBMG_qd_fp	RBMG_qd_fn	RBMG_qd_acc	RBMG_qd_prec	RBMG_qd_recall	BMG_qd2_order	BMG_qd2_size	BMG_qd2_tp	BMG_qd2_tn	BMG_qd2_fp	BMG_qd2_fn	BMG_qd2_acc	BMG_qd2_prec	BMG_qd2_recall	RBMG_qd2_order	RBMG_qd2_size	RBMG_qd2_tp	RBMG_qd2_tn	RBMG_qd2_fp	RBMG_qd2_fn	RBMG_qd2_acc	RBMG_qd2_prec	RBMG_qd2_recall	time_eps	time_nj	time_qd	time_qd2
2	no_bias	0.75	0.11680804171478357	0.0	0.5187422933399575	0.8487777704993889	0.0	3	0	0	0	0	0.5	2	1	2	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	0.011089086532592773	0.008850336074829102	0.010799884796142578	0.010481834411621094
3	no_bias	0.75	0.02249797581524596	0.0	0.5187422933399575	0.8487777704993889	0.0	3	0	0	0	0	0.5	2	1	2	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	0.011633157730102539	0.010330915451049805	0.011591434478759766	0.00983881950378418
2	no_bias	1.0	0.23937196333480923	0.0	0.5187422933399575	0.8487777704993889	0.0	3	0	0	0	0	0.5	2	1	2	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	0.012939929962158203	0.01144266128540039	0.012895822525024414	0.012951850891113281
3	no_bias	1.0	0.35023550252570196	0.0	0.5187422933399575	0.8487777704993889	0.0	3	0	0	0	0	0.5	2	1	2	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	0.011337757110595703	0.008584022521972656	0.013972759246826172	0.011784553527832031
2	no_bias	1.5	0.2557433690672589	0.0	0.5187422933399575	0.8487777704993889	0.0	3	0	0	0	0	0.5	2	1	2	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	0.013376712799072266	0.012912750244140625	0.009267330169677734	0.011865377426147461
3	no_bias	1.5	0.1964456842708969	0.0	0.5187422933399575	0.8487777704993889	0.0	3	0	0	0	0	0.5	2	1	2	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	3	2	2	4	0	0	1.0	1.0	1.0	3	1	1	2.0	0	0	1.0	1.0	1.0	0.013933658599853516	0.009891271591186523	0.008621931076049805	0.012274503707885742
4	no_bias	0.0	0.0	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	44	44	76	0	12	0.9090909090909091	1.0	0.7857142857142857	12	16	16	38.0	0	12	0.8181818181818182	1.0	0.5714285714285714	12	56	56	76	0	0	1.0	1.0	1.0	12	28	28	38.0	0	0	1.0	1.0	1.0	12	56	56	76	0	0	1.0	1.0	1.0	12	28	28	38.0	0	0	1.0	1.0	1.0	0.015465497970581055	0.009259700775146484	0.01815176010131836	0.023544788360595703
5	no_bias	0.0	0.0	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.011918067932128906	0.00992131233215332	0.01494908332824707	0.02283024787902832
4	no_bias	0.05	0.03225057981706569	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	44	44	76	0	12	0.9090909090909091	1.0	0.7857142857142857	12	16	16	38.0	0	12	0.8181818181818182	1.0	0.5714285714285714	12	54	54	76	0	2	0.9848484848484849	1.0	0.9642857142857143	12	26	26	38.0	0	2	0.9696969696969697	1.0	0.9285714285714286	12	54	54	76	0	2	0.9848484848484849	1.0	0.9642857142857143	12	26	26	38.0	0	2	0.9696969696969697	1.0	0.9285714285714286	0.016231298446655273	0.009871721267700195	0.015520811080932617	0.02599811553955078
5	no_bias	0.05	0.04394400635916229	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.013151884078979492	0.008954286575317383	0.012606382369995117	0.019869089126586914
4	no_bias	0.1	0.08153861311677509	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	44	44	76	0	12	0.9090909090909091	1.0	0.7857142857142857	12	16	16	38.0	0	12	0.8181818181818182	1.0	0.5714285714285714	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	0.014792203903198242	0.00988912582397461	0.01622605323791504	0.023670434951782227
5	no_bias	0.1	0.11406468805297056	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.012239456176757812	0.008004426956176758	0.012401819229125977	0.02160358428955078
4	no_bias	0.2	0.13523605515704762	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	44	44	76	0	12	0.9090909090909091	1.0	0.7857142857142857	12	16	16	38.0	0	12	0.8181818181818182	1.0	0.5714285714285714	12	54	54	76	0	2	0.9848484848484849	1.0	0.9642857142857143	12	26	26	38.0	0	2	0.9696969696969697	1.0	0.9285714285714286	12	54	54	76	0	2	0.9848484848484849	1.0	0.9642857142857143	12	26	26	38.0	0	2	0.9696969696969697	1.0	0.9285714285714286	0.015878915786743164	0.009384393692016602	0.01626276969909668	0.021944284439086914
5	no_bias	0.2	0.27647847757199423	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.01253962516784668	0.009483098983764648	0.011825084686279297	0.016408443450927734
4	no_bias	0.3	0.18907610439684777	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	44	44	76	0	12	0.9090909090909091	1.0	0.7857142857142857	12	16	16	38.0	0	12	0.8181818181818182	1.0	0.5714285714285714	12	49	49	76	0	7	0.946969696969697	1.0	0.875	12	21	21	38.0	0	7	0.8939393939393939	1.0	0.75	12	49	49	76	0	7	0.946969696969697	1.0	0.875	12	21	21	38.0	0	7	0.8939393939393939	1.0	0.75	0.014846324920654297	0.00911712646484375	0.014781951904296875	0.0232086181640625
5	no_bias	0.3	0.15744050061942644	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.012874841690063477	0.010082721710205078	0.011840343475341797	0.02216935157775879
4	no_bias	0.5	0.37525611722401647	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	44	44	76	0	12	0.9090909090909091	1.0	0.7857142857142857	12	16	16	38.0	0	12	0.8181818181818182	1.0	0.5714285714285714	12	49	49	76	0	7	0.946969696969697	1.0	0.875	12	21	21	38.0	0	7	0.8939393939393939	1.0	0.75	12	49	49	76	0	7	0.946969696969697	1.0	0.875	12	21	21	38.0	0	7	0.8939393939393939	1.0	0.75	0.014311552047729492	0.008774042129516602	0.016207456588745117	0.02267003059387207
5	no_bias	0.5	0.2555460798073973	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.010851860046386719	0.00926828384399414	0.011501550674438477	0.01685929298400879
4	no_bias	0.75	0.9052402725651673	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	52	48	72	4	8	0.9090909090909091	0.9230769230769231	0.8571428571428571	12	20	20	38.0	0	8	0.8787878787878788	1.0	0.7142857142857143	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	51	51	76	0	5	0.9621212121212122	1.0	0.9107142857142857	12	23	23	38.0	0	5	0.9242424242424242	1.0	0.8214285714285714	12	51	51	76	0	5	0.9621212121212122	1.0	0.9107142857142857	12	23	23	38.0	0	5	0.9242424242424242	1.0	0.8214285714285714	0.013504743576049805	0.008931398391723633	0.016135215759277344	0.024151325225830078
5	no_bias	0.75	0.33186298053411795	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.011594533920288086	0.00827336311340332	0.011731624603271484	0.017103910446166992
4	no_bias	1.0	0.6603267156221224	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	50	50	76	0	6	0.9545454545454546	1.0	0.8928571428571429	12	22	22	38.0	0	6	0.9090909090909091	1.0	0.7857142857142857	12	47	47	76	0	9	0.9318181818181818	1.0	0.8392857142857143	12	19	19	38.0	0	9	0.8636363636363636	1.0	0.6785714285714286	12	52	52	76	0	4	0.9696969696969697	1.0	0.9285714285714286	12	24	24	38.0	0	4	0.9393939393939394	1.0	0.8571428571428571	12	52	52	76	0	4	0.9696969696969697	1.0	0.9285714285714286	12	24	24	38.0	0	4	0.9393939393939394	1.0	0.8571428571428571	0.014795780181884766	0.012385845184326172	0.015381097793579102	0.021236896514892578
5	no_bias	1.0	0.4996347050797189	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.015046834945678711	0.01133418083190918	0.010467767715454102	0.017721891403198242
4	no_bias	1.5	0.6710832132615923	0.0	0.8122223393729697	0.5297603071497798	0.0	6	2	0	0	0	0.5	56	28	110	12	50	49	75	1	7	0.9393939393939394	0.98	0.875	12	21	21	38.0	0	7	0.8939393939393939	1.0	0.75	12	47	47	76	0	9	0.9318181818181818	1.0	0.8392857142857143	12	19	19	38.0	0	9	0.8636363636363636	1.0	0.6785714285714286	12	47	47	76	0	9	0.9318181818181818	1.0	0.8392857142857143	12	19	19	38.0	0	9	0.8636363636363636	1.0	0.6785714285714286	12	47	47	76	0	9	0.9318181818181818	1.0	0.8392857142857143	12	19	19	38.0	0	9	0.8636363636363636	1.0	0.6785714285714286	0.015131473541259766	0.00857090950012207	0.018192291259765625	0.02390289306640625
5	no_bias	1.5	0.16680110462273398	0.0	0.8122223393729697	0.5297603071497798	0.0	6	0	0	0	0	0.5	20	10	20	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	6	20	20	10	0	0	1.0	1.0	1.0	6	10	10	5.0	0	0	1.0	1.0	1.0	0.017031192779541016	0.01072835922241211	0.011281728744506836	0.019004344940185547
6	no_bias	0.0	0.0	0.0	0.516256240972462	0.8462972174506584	0.0	5	2	3	0	2	0.5	33	15	110	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	30	96	3	3	0.9545454545454546	0.9090909090909091	0.9090909090909091	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	30	96	3	3	0.9545454545454546	0.9090909090909091	0.9090909090909091	12	15	15	51.0	0	0	1.0	1.0	1.0	0.016059398651123047	0.00884699821472168	0.017123937606811523	0.023079872131347656
7	no_bias	0.0	0.0	0.0	0.516256240972462	0.8462972174506584	0.0	5	1	1	0	1	0.5	24	12	56	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	0.013897895812988281	0.009505271911621094	0.015366792678833008	0.020234107971191406
6	no_bias	0.05	0.0351335235015457	0.0	0.516256240972462	0.8462972174506584	0.0	5	2	3	0	2	0.5	33	15	110	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	34	31	96	3	2	0.9621212121212122	0.9117647058823529	0.9393939393939394	12	15	15	51.0	0	0	1.0	1.0	1.0	12	34	31	96	3	2	0.9621212121212122	0.9117647058823529	0.9393939393939394	12	15	15	51.0	0	0	1.0	1.0	1.0	0.016158342361450195	0.011746406555175781	0.016704320907592773	0.019766569137573242
7	no_bias	0.05	0.03966410547560986	0.0	0.516256240972462	0.8462972174506584	0.0	5	1	1	0	1	0.5	24	12	56	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	0.015512943267822266	0.011841297149658203	0.011917829513549805	0.017660140991210938
6	no_bias	0.1	0.05027224875782868	0.0	0.516256240972462	0.8462972174506584	0.0	5	2	3	0	2	0.5	33	15	110	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	36	33	96	3	0	0.9772727272727273	0.9166666666666666	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	36	33	96	3	0	0.9772727272727273	0.9166666666666666	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	0.014778614044189453	0.009218215942382812	0.016248703002929688	0.022420406341552734
7	no_bias	0.1	0.0581177400862609	0.0	0.516256240972462	0.8462972174506584	0.0	5	1	1	0	1	0.5	24	12	56	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	23	47	1	1	0.9722222222222222	0.9583333333333334	0.9583333333333334	9	11	11	24.0	0	1	0.9722222222222222	1.0	0.9166666666666666	9	24	23	47	1	1	0.9722222222222222	0.9583333333333334	0.9583333333333334	9	11	11	24.0	0	1	0.9722222222222222	1.0	0.9166666666666666	0.013084888458251953	0.009346246719360352	0.012093544006347656	0.018346548080444336
6	no_bias	0.2	0.10867904117395111	0.0	0.516256240972462	0.8462972174506584	0.0	5	2	3	0	2	0.5	33	15	110	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	0.013077974319458008	0.00948476791381836	0.015441417694091797	0.020658254623413086
7	no_bias	0.2	0.11816237077147981	0.0	0.516256240972462	0.8462972174506584	0.0	5	1	1	0	1	0.5	24	12	56	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	25	21	44	4	3	0.9027777777777778	0.84	0.875	9	9	9	24.0	0	3	0.9166666666666666	1.0	0.75	9	25	23	46	2	1	0.9583333333333334	0.92	0.9583333333333334	9	11	11	24.0	0	1	0.9722222222222222	1.0	0.9166666666666666	0.012078285217285156	0.009310483932495117	0.013425588607788086	0.018131017684936523
6	no_bias	0.3	0.2776380230565571	0.0	0.516256240972462	0.8462972174506584	0.0	5	2	3	0	2	0.5	33	15	110	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	35	32	96	3	1	0.9696969696969697	0.9142857142857143	0.9696969696969697	12	15	15	51.0	0	0	1.0	1.0	1.0	12	35	32	96	3	1	0.9696969696969697	0.9142857142857143	0.9696969696969697	12	15	15	51.0	0	0	1.0	1.0	1.0	0.015160083770751953	0.009459495544433594	0.013848066329956055	0.018712759017944336
7	no_bias	0.3	0.22358262903677617	0.0	0.516256240972462	0.8462972174506584	0.0	5	1	1	0	1	0.5	24	12	56	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	27	21	42	6	3	0.875	0.7777777777777778	0.875	9	9	9	24.0	0	3	0.9166666666666666	1.0	0.75	9	27	21	42	6	3	0.875	0.7777777777777778	0.875	9	9	9	24.0	0	3	0.9166666666666666	1.0	0.75	0.015130758285522461	0.010441780090332031	0.012826681137084961	0.017831802368164062
6	no_bias	0.5	0.25925055635985683	0.0	0.516256240972462	0.8462972174506584	0.0	5	2	3	0	2	0.5	33	15	110	12	34	33	98	1	0	0.9924242424242424	0.9705882352941176	1.0	12	16	15	50.0	1	0	0.9848484848484849	0.9375	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	35	33	97	2	0	0.9848484848484849	0.9428571428571428	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	35	33	97	2	0	0.9848484848484849	0.9428571428571428	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	0.015524148941040039	0.011089563369750977	0.017848968505859375	0.019112825393676758
7	no_bias	0.5	0.27989224730673656	0.0	0.516256240972462	0.8462972174506584	0.0	5	1	1	0	1	0.5	24	12	56	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	25	23	46	2	1	0.9583333333333334	0.92	0.9583333333333334	9	11	11	24.0	0	1	0.9722222222222222	1.0	0.9166666666666666	9	25	23	46	2	1	0.9583333333333334	0.92	0.9583333333333334	9	11	11	24.0	0	1	0.9722222222222222	1.0	0.9166666666666666	0.013481855392456055	0.009064435958862305	0.013890504837036133	0.020158052444458008
6	no_bias	0.75	1.7341928960875905	0.0	0.516256240972462	0.8462972174506584	0.0	5	2	3	0	2	0.5	33	15	110	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	30	96	3	3	0.9545454545454546	0.9090909090909091	0.9090909090909091	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	30	96	3	3	0.9545454545454546	0.9090909090909091	0.9090909090909091	12	15	15	51.0	0	0	1.0	1.0	1.0	0.013118982315063477	0.008469581604003906	0.01598978042602539	0.02163839340209961
7	no_bias	0.75	0.7554198880398795	0.0	0.516256240972462	0.8462972174506584	0.0	5	1	1	0	1	0.5	24	12	56	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	0.011606454849243164	0.009930133819580078	0.014409065246582031	0.01911759376525879
6	no_bias	1.0	1.6016964937309481	0.0	0.516256240972462	0.8462972174506584	0.0	5	2	3	0	2	0.5	33	15	110	12	35	33	97	2	0	0.9848484848484849	0.9428571428571428	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	12	33	33	99	0	0	1.0	1.0	1.0	12	15	15	51.0	0	0	1.0	1.0	1.0	0.01419687271118164	0.009361743927001953	0.016053438186645508	0.021317720413208008
7	no_bias	1.0	0.7882840617911993	0.0	0.516256240972462	0.8462972174506584	0.0	5	1	1	0	1	0.5	24	12	56	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	24	48	0	0	1.0	1.0	1.0	9	12	12	24.0	0	0	1.0	1.0	1.0	9	24	21	45	3	3	0.9166666666666666	0.875	0.875	9	9	9	24.0	0	3	0.9166666666666666	1.0	0.75	9	24	21	45	3	3	0.9166666666666666	0.875	0.875	9	9	9	24.0	0	3	0.9166666666666666	1.0	0.75	0.011748790740966797	0.008005619049072266	0.012527227401733398	0.018615245819091797
